1.432815474e+12,73.0
1.432823255e+12,73.0
1.432831035e+12,73.0
1.432838815e+12,73.0
1.432846595e+12,73.0
1.432854375e+12,73.0
1.432862155e+12,73.0
1.432869935e+12,73.0
1.432877715e+12,73.0
1.432885552e+12,73.0
1.432893332e+12,73.0
1.432901112e+12,73.0
1.432908892e+12,73.0
1.432916672e+12,73.0
1.432924452e+12,73.0
1.432932232e+12,73.0
1.432940012e+12,73.0
1.432947793e+12,73.0
1.432955573e+12,73.0
1.432963353e+12,73.0
1.432971133e+12,73.0
1.432978913e+12,73.0
1.432986693e+12,73.0
1.432994473e+12,73.0
1.433002253e+12,73.0
1.433010033e+12,73.0
1.433017813e+12,73.0
1.433025593e+12,73.0
1.433033373e+12,73.0
1.433041153e+12,73.0
1.433048933e+12,73.0
1.433056713e+12,73.0
1.433064493e+12,73.0
1.433072274e+12,73.0
1.433080054e+12,73.0
1.433087834e+12,73.0
1.433095614e+12,73.0
1.433103394e+12,73.0
1.433111174e+12,73.0
1.433118954e+12,73.0
1.433126734e+12,73.0
1.433134514e+12,73.0
1.433142294e+12,73.0
1.433150074e+12,73.0
1.433157854e+12,73.0
1.433165634e+12,73.0
1.433173414e+12,73.0
1.433181194e+12,73.0
1.433188975e+12,73.0
1.433196755e+12,73.0
1.433204535e+12,73.0
1.433212315e+12,73.0
1.433220095e+12,73.0
1.433227875e+12,73.0
1.433235655e+12,73.0
1.433243435e+12,73.0
1.433251215e+12,73.0
1.433258995e+12,73.0
1.433266776e+12,73.0
1.433274556e+12,73.0
1.433282336e+12,73.0
1.433290116e+12,73.0
1.433297896e+12,73.0
1.433305676e+12,73.0
1.433313456e+12,73.0
1.433321236e+12,73.0
1.433329016e+12,73.0
1.433336796e+12,73.0
1.433344576e+12,73.0
1.433352356e+12,73.0
1.433360136e+12,73.0
1.433367916e+12,73.0
1.433375696e+12,73.0
1.433383476e+12,73.0
1.433391257e+12,73.0
1.433399037e+12,73.0
1.433406817e+12,73.0
1.433414597e+12,73.0
1.433422377e+12,73.0
1.433430157e+12,73.0
1.433437937e+12,73.0
1.433445717e+12,73.0
1.433453497e+12,73.0
1.433461277e+12,73.0
1.433469057e+12,73.0
1.433476837e+12,73.0
1.433484617e+12,73.0
1.433492397e+12,73.0
1.433500177e+12,73.0
1.433507958e+12,73.0
1.433515738e+12,73.0
1.433523518e+12,73.0
1.433531298e+12,73.0
1.433539078e+12,73.0
1.433546858e+12,73.0
1.433554638e+12,73.0
1.433562418e+12,73.0
1.433570198e+12,73.0
1.433577978e+12,73.0
1.433585758e+12,73.0
1.433593538e+12,73.0
1.433601318e+12,73.0
1.433609098e+12,73.0
1.433616878e+12,73.0
1.433624659e+12,73.0
1.433632439e+12,73.0
1.433640219e+12,73.0
1.433647999e+12,73.0
1.433655779e+12,73.0
1.433663559e+12,73.0
1.433671339e+12,73.0
1.433679119e+12,73.0
1.433686899e+12,73.0
1.433694679e+12,73.0
1.433702459e+12,73.0
1.433710239e+12,73.0
1.433718019e+12,73.0
1.433725799e+12,73.0
1.433733579e+12,73.0
1.433741359e+12,73.0
1.43374914e+12,73.0
1.43375692e+12,73.0
1.4337647e+12,73.0
1.43377248e+12,73.0
1.43378026e+12,73.0
1.43378804e+12,73.0
1.43379582e+12,73.0
1.4338036e+12,73.0
1.43381138e+12,73.0
1.43381916e+12,73.0
1.43382694e+12,73.0
1.43383472e+12,73.0
1.4338425e+12,73.0
1.43385028e+12,73.0
1.433858292e+12,73.0
1.433866072e+12,73.0
1.433873852e+12,73.0
1.433881632e+12,73.0
1.433889412e+12,73.0
1.433897192e+12,73.0
1.433904972e+12,73.0
1.433912752e+12,73.0
1.433920532e+12,73.0
1.433928312e+12,73.0
1.433936092e+12,73.0
1.433943872e+12,73.0
1.433951652e+12,73.0
1.433959432e+12,73.0
1.433967213e+12,73.0
1.433974993e+12,73.0
1.433982773e+12,73.0
1.433990553e+12,73.0
1.433998333e+12,73.0
1.434006113e+12,73.0
1.434013893e+12,73.0
1.434021673e+12,73.0
1.434029453e+12,73.0
1.434037233e+12,73.0
1.434045332e+12,73.0
1.434053112e+12,73.0
1.434060892e+12,73.0
1.434068672e+12,73.0
1.434076452e+12,73.0
1.434084232e+12,73.0
1.434092012e+12,73.0
1.434099792e+12,73.0
1.434107572e+12,73.0
1.434115352e+12,73.0
1.434123132e+12,73.0
1.434130912e+12,73.0
1.434138692e+12,73.0
1.434146472e+12,73.0
1.434154252e+12,73.0
1.434162033e+12,73.0
1.434169813e+12,73.0
1.434177593e+12,73.0
1.434185373e+12,73.0
1.434193153e+12,73.0
1.434200933e+12,73.0
1.434208713e+12,73.0
1.434216493e+12,73.0
1.434224273e+12,73.0
1.434232053e+12,73.0
1.434239833e+12,73.0
1.434247613e+12,73.0
1.434255393e+12,73.0
1.434263173e+12,73.0
1.434270953e+12,73.0
1.434278734e+12,73.0
1.434286514e+12,73.0
1.434294294e+12,73.0
1.434302074e+12,73.0
1.434309854e+12,73.0
1.434317634e+12,73.0
1.434325414e+12,73.0
1.434333194e+12,73.0
1.434340974e+12,73.0
1.434348754e+12,73.0
1.434356534e+12,73.0
1.434365269e+12,73.0
1.434373049e+12,73.0
1.43438083e+12,73.0
1.43438861e+12,73.0
1.43439639e+12,73.0
1.43440417e+12,73.0
1.43441195e+12,73.0
1.43441973e+12,73.0
1.43442751e+12,73.0
1.43443529e+12,73.0
1.43444307e+12,73.0
1.43445085e+12,73.0
1.43445863e+12,73.0
1.43446641e+12,73.0
1.43447419e+12,73.0
1.43448197e+12,73.0
1.434489751e+12,73.0
1.434497531e+12,73.0
1.434505311e+12,73.0
1.434513091e+12,73.0
1.434520871e+12,73.0
1.434528651e+12,73.0
1.434536431e+12,73.0
1.434544211e+12,73.0
1.434551991e+12,73.0
1.434559771e+12,73.0
1.434567551e+12,73.0
1.434575331e+12,73.0
1.434583111e+12,73.0
1.434590891e+12,73.0
1.434598671e+12,73.0
1.434606452e+12,73.0
1.434614232e+12,73.0
1.434622012e+12,73.0
1.434629792e+12,73.0
1.434637572e+12,73.0
1.434645352e+12,73.0
1.434653132e+12,73.0
1.434660912e+12,73.0
1.434668692e+12,73.0
1.434676472e+12,73.0
1.434684252e+12,73.0
1.434692032e+12,73.0
1.434699812e+12,73.0
1.434707592e+12,73.0
1.434715373e+12,73.0
1.434723153e+12,73.0
1.434730933e+12,73.0
1.434738713e+12,73.0
1.434746493e+12,73.0
1.434754273e+12,73.0
1.434762053e+12,73.0
1.434769833e+12,73.0
1.434777613e+12,73.0
1.434785393e+12,73.0
1.434793173e+12,73.0
1.434800953e+12,73.0
1.434808733e+12,73.0
1.434816513e+12,73.0
1.434824293e+12,73.0
1.434832074e+12,73.0
1.434839854e+12,73.0
1.434847634e+12,73.0
1.434855414e+12,73.0
1.434863194e+12,73.0
1.434870974e+12,73.0
1.434878754e+12,73.0
1.434886534e+12,73.0
1.434894314e+12,73.0
1.434902094e+12,73.0
1.434909874e+12,73.0
1.434917654e+12,73.0
1.434925434e+12,73.0
1.434933214e+12,73.0
1.434940994e+12,73.0
1.434948775e+12,73.0
1.434956555e+12,73.0
1.434964335e+12,73.0
1.434972115e+12,73.0
1.434979895e+12,73.0
1.434987675e+12,73.0
1.434995455e+12,73.0
1.435003235e+12,73.0
1.435011015e+12,73.0
1.435018795e+12,73.0
1.435026575e+12,73.0
1.435034355e+12,73.0
1.435042135e+12,73.0
1.435049915e+12,73.0
1.435057695e+12,73.0
1.435065476e+12,73.0
1.435073256e+12,73.0
1.435081036e+12,73.0
1.435088816e+12,73.0
1.435096596e+12,73.0
1.435104376e+12,73.0
1.435112156e+12,73.0
1.435119936e+12,73.0
1.435127716e+12,73.0
1.435135496e+12,73.0
1.435143276e+12,73.0
1.435151056e+12,73.0
1.435158836e+12,73.0
1.435166616e+12,73.0
1.435174396e+12,73.0
1.435182177e+12,73.0
1.435189957e+12,73.0
1.435197737e+12,73.0
1.435205517e+12,73.0
1.435213297e+12,73.0
1.435221077e+12,73.0
1.435228857e+12,73.0
1.435236637e+12,73.0
1.435244417e+12,73.0
1.435252197e+12,73.0
1.435259977e+12,73.0
1.435267757e+12,73.0
1.435275537e+12,73.0
1.435283317e+12,73.0
1.435291097e+12,73.0
1.435298878e+12,73.0
1.435306658e+12,73.0
1.435314438e+12,73.0
1.435322218e+12,73.0
1.435329998e+12,73.0
1.435337778e+12,73.0
1.435345558e+12,73.0
1.435353338e+12,73.0
1.435361118e+12,73.0
1.435368898e+12,73.0
1.435376678e+12,73.0
1.435384458e+12,73.0
1.435392238e+12,73.0
1.435400018e+12,73.0
1.435407798e+12,73.0
1.435415578e+12,73.0
1.435423359e+12,73.0
1.435431139e+12,73.0
1.435438919e+12,73.0
1.435446699e+12,73.0
1.435454479e+12,73.0
1.435462259e+12,73.0
1.435470039e+12,73.0
1.435477819e+12,73.0
1.435485599e+12,73.0
1.435493379e+12,73.0
1.435501159e+12,73.0
1.435508939e+12,73.0
1.435516719e+12,73.0
1.435524499e+12,73.0
1.435532279e+12,73.0
1.43554006e+12,73.0
1.43554784e+12,73.0
1.43555562e+12,73.0
1.4355634e+12,73.0
1.43557118e+12,73.0
1.43557896e+12,73.0
1.43558674e+12,73.0
1.43559452e+12,73.0
1.4356023e+12,73.0
1.43561008e+12,73.0
1.43561786e+12,73.0
1.43562564e+12,73.0
1.43563342e+12,73.0
1.4356412e+12,73.0
1.43564898e+12,73.0
1.435656761e+12,73.0
1.435664541e+12,73.0
1.435672321e+12,73.0
1.435680101e+12,73.0
1.435687881e+12,73.0
1.435695661e+12,73.0
1.435703441e+12,73.0
1.435711221e+12,73.0
1.435719001e+12,73.0
1.435726781e+12,73.0
1.435734561e+12,73.0
1.435742341e+12,73.0
1.435750121e+12,73.0
1.435758013e+12,73.0
1.435765793e+12,73.0
1.435773573e+12,73.0
1.435781353e+12,73.0
1.435789133e+12,73.0
1.435796913e+12,73.0
1.435804693e+12,73.0
1.435812473e+12,73.0
1.435820253e+12,73.0
1.435828033e+12,73.0
1.435835813e+12,73.0
1.435843593e+12,73.0
1.435851373e+12,73.0
1.435859153e+12,73.0
1.435866934e+12,73.0
1.435874714e+12,73.0
1.435882494e+12,73.0
1.435890274e+12,73.0
1.435898054e+12,73.0
1.435905834e+12,73.0
1.435913614e+12,73.0
1.435921394e+12,73.0
1.435929174e+12,73.0
1.435936954e+12,73.0
1.435944734e+12,73.0
1.435952514e+12,73.0
1.435960294e+12,73.0
1.435968074e+12,73.0
1.435975854e+12,73.0
1.435983635e+12,73.0
1.435991415e+12,73.0
1.435999195e+12,73.0
1.436006975e+12,73.0
1.436014755e+12,73.0
1.436022535e+12,73.0
1.436030315e+12,73.0
1.436038095e+12,73.0
1.436045875e+12,73.0
1.436053655e+12,73.0
1.436061435e+12,73.0
1.436069215e+12,73.0
1.436076995e+12,73.0
1.436163698e+12,73.0
1.436171478e+12,73.0
1.436179259e+12,73.0
1.436187039e+12,73.0
1.436194819e+12,73.0
1.436202599e+12,73.0
1.436210379e+12,73.0
1.436218159e+12,73.0
1.436225939e+12,73.0
1.436233719e+12,73.0
1.436241499e+12,73.0
1.436249279e+12,73.0
1.436257059e+12,73.0
1.436264839e+12,73.0
1.436272619e+12,73.0
1.436280399e+12,73.0
1.43628818e+12,73.0
1.43629705e+12,73.0
1.436310724e+12,73.0
1.436318504e+12,73.0
1.436326284e+12,73.0
1.436334064e+12,73.0
1.436341844e+12,73.0
1.436349624e+12,73.0
1.436357404e+12,73.0
1.436365184e+12,73.0
1.436372964e+12,73.0
1.436380744e+12,73.0
1.436388524e+12,73.0
1.436396304e+12,73.0
1.436404084e+12,73.0
1.436411888e+12,73.0
1.436419668e+12,73.0
1.436427448e+12,73.0
1.436435228e+12,73.0
1.436443008e+12,73.0
1.436450788e+12,73.0
1.436458568e+12,73.0
1.436466348e+12,73.0
1.436474128e+12,73.0
1.436481908e+12,73.0
1.436489689e+12,73.0
1.436497469e+12,73.0
1.436505249e+12,73.0
1.436513029e+12,73.0
1.436520809e+12,73.0
1.436528589e+12,73.0
1.436536369e+12,73.0
1.436544149e+12,73.0
1.436551929e+12,73.0
1.436559709e+12,73.0
1.436567489e+12,73.0
1.436575269e+12,73.0
1.436583049e+12,73.0
1.43659083e+12,73.0
1.43659861e+12,73.0
1.43660639e+12,73.0
1.43661417e+12,73.0
1.43662195e+12,73.0
1.43662973e+12,73.0
1.43663751e+12,73.0
1.43664529e+12,73.0
1.43665307e+12,73.0
1.43666085e+12,73.0
1.43666863e+12,73.0
1.43667641e+12,73.0
1.43668419e+12,73.0
1.436691971e+12,73.0
1.436699751e+12,73.0
1.436707531e+12,73.0
1.436715311e+12,73.0
1.436723091e+12,73.0
1.436730871e+12,73.0
1.436738651e+12,73.0
1.436746431e+12,73.0
1.436754211e+12,73.0
1.436761991e+12,73.0
1.436769771e+12,73.0
1.436777551e+12,73.0
1.436785331e+12,73.0
1.436793111e+12,73.0
1.436800892e+12,73.0
1.436808672e+12,73.0
1.436816452e+12,73.0
1.436824232e+12,73.0
1.436832012e+12,73.0
1.436839792e+12,73.0
1.436847572e+12,73.0
1.436855352e+12,73.0
1.436863132e+12,73.0
1.436870912e+12,73.0
1.436878692e+12,73.0
1.436886472e+12,73.0
1.436894253e+12,73.0
1.436902033e+12,73.0
1.436909813e+12,73.0
1.436917593e+12,73.0
1.436925373e+12,73.0
1.436933153e+12,73.0
1.436940933e+12,73.0
