Room,Time,Damper_Position,Flow_Rate,Flow_Temperature,Heat_Cool,Room_Temperature,Set_Point,Valve_Position
S6-02,2015-04-01 08:55:00-07:00,23.1999988556,220.0,65.2,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:00:00-07:00,23.3599990845,213.6,65.6,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:05:00-07:00,24.0,224.0,65.8,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:10:00-07:00,23.5199993134,216.8,66.0,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:15:00-07:00,23.1999988556,222.4,66.2,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:20:00-07:00,23.1999992371,212.8,66.2,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:25:00-07:00,23.1999988556,222.4,66.2,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:30:00-07:00,23.0399990082,218.4,66.3,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:35:00-07:00,23.1999988556,220.0,66.5,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:40:00-07:00,22.9599990845,221.6,66.7,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:45:00-07:00,22.3999996185,221.6,66.7,0.0,67.75,75.0,0.0
S6-02,2015-04-01 09:50:00-07:00,22.3199996948,216.0,66.8,0.0,67.85,75.0,0.0
S6-02,2015-04-01 09:55:00-07:00,23.0399990082,220.0,67.0,0.0,67.95,75.0,0.0
S6-02,2015-04-01 10:00:00-07:00,23.1999988556,219.2,67.0,0.0,68.0,75.0,0.0
S6-02,2015-04-01 10:05:00-07:00,22.3999996185,219.0,66.875,0.0,68.0,75.0,0.0
S6-02,2015-04-01 10:10:00-07:00,22.2399993896,224.8,66.8,0.0,68.0,75.0,0.0
S6-02,2015-04-01 10:15:00-07:00,53.2799995422,128.8,66.7,0.0,68.05,75.0,12.7999998093
S6-02,2015-04-01 10:20:00-07:00,27.1199997425,145.6,66.8,0.0,68.2,75.0,0.0
S6-02,2015-04-01 10:25:00-07:00,24.0,218.0,66.25,0.0,68.25,75.0,0.0
S6-02,2015-04-01 10:30:00-07:00,23.8399997711,214.0,65.75,0.0,68.25,75.0,0.0
S6-02,2015-04-01 10:35:00-07:00,24.0,218.4,65.2,0.0,68.35,75.0,0.0
S6-02,2015-04-01 10:40:00-07:00,24.0,218.4,65.4,0.0,68.7,75.0,0.0
S6-02,2015-04-01 10:45:00-07:00,24.1599998474,220.8,65.0,0.0,68.75,75.0,0.0
S6-02,2015-04-01 10:50:00-07:00,24.3199996948,216.0,64.8,0.0,69.0,75.0,0.0
S6-02,2015-04-01 10:55:00-07:00,25.0399993896,218.666666667,64.6666666667,0.0,69.2916666667,75.0,0.0
S6-02,2015-04-01 11:00:00-07:00,25.0399993896,225.0,64.875,0.0,69.5,75.0,0.0
S6-02,2015-04-01 11:05:00-07:00,24.7999992371,221.6,64.6,0.0,69.75,75.0,0.0
S6-02,2015-04-01 11:10:00-07:00,25.0399993896,218.4,64.5,0.0,69.85,75.0,0.0
S6-02,2015-04-01 11:15:00-07:00,24.6399993896,218.4,63.5,0.0,70.1,75.0,0.0
S6-02,2015-04-01 11:20:00-07:00,24.8799995422,218.4,61.8,0.0,70.35,75.0,0.0
S6-02,2015-04-01 11:25:00-07:00,24.7999992371,216.666666667,60.25,0.0,70.6666666667,75.0,0.0
S6-02,2015-04-01 11:30:00-07:00,24.6399993896,223.0,59.875,0.0,70.75,75.0,0.0
S6-02,2015-04-01 11:35:00-07:00,25.0399993896,216.8,59.5,0.0,70.85,75.0,0.0
S6-02,2015-04-01 11:40:00-07:00,25.5199996948,214.4,59.8,0.0,71.0,75.0,0.0
S6-02,2015-04-01 11:45:00-07:00,26.1599998474,223.2,60.1,0.0,71.1,75.0,0.0
S6-02,2015-04-01 11:50:00-07:00,25.0399993896,213.6,60.5,0.0,71.35,75.0,0.0
S6-02,2015-04-01 11:55:00-07:00,26.0,219.2,60.3,0.0,71.5,75.0,0.0
S6-02,2015-04-01 12:00:00-07:00,26.0,216.0,60.5,0.0,71.65,75.0,0.0
S6-02,2015-04-01 12:05:00-07:00,25.5199996948,219.2,60.3,0.0,71.85,75.0,0.0
S6-02,2015-04-01 12:10:00-07:00,24.7999992371,218.4,59.9,0.0,72.1,75.0,0.0
S6-02,2015-04-01 12:15:00-07:00,25.7599998474,216.8,59.9,0.0,72.35,75.0,0.0
S6-02,2015-04-01 12:20:00-07:00,26.1599998474,216.0,59.6,0.0,72.5,75.0,0.0
S6-02,2015-04-01 12:25:00-07:00,26.3199996948,220.0,59.1,0.0,72.5,75.0,0.0
S6-02,2015-04-01 12:30:00-07:00,26.0,217.6,58.9,0.0,72.65,75.0,0.0
S6-02,2015-04-01 12:35:00-07:00,26.0,220.0,58.7,0.0,72.75,75.0,0.0
S6-02,2015-04-01 12:40:00-07:00,25.7599998474,216.8,58.9,0.0,72.8,75.0,0.0
S6-02,2015-04-01 12:45:00-07:00,26.3199996948,216.0,59.0,0.0,72.9,75.0,0.0
S6-02,2015-04-01 12:50:00-07:00,26.9599994659,217.6,59.0,0.0,73.1,75.0,0.0
S6-02,2015-04-01 12:55:00-07:00,27.1199996948,222.4,58.6,0.0,73.25,75.0,0.0
S6-02,2015-04-01 13:00:00-07:00,26.6399993896,218.4,58.2,0.0,73.25,75.0,0.0
S6-02,2015-04-01 13:05:00-07:00,26.7999996185,216.8,58.0,0.0,73.25,75.0,0.0
S6-02,2015-04-01 13:10:00-07:00,27.1199996948,220.8,58.0,0.0,73.25,75.0,0.0
S6-02,2015-04-01 13:15:00-07:00,27.4400001526,220.8,57.6,0.0,73.5,75.0,0.0
S6-02,2015-04-01 13:20:00-07:00,26.9599994659,218.4,57.9,0.0,73.5,75.0,0.0
S6-02,2015-04-01 13:25:00-07:00,27.2799999237,218.4,58.0,0.0,73.65,75.0,0.0
S6-02,2015-04-01 13:30:00-07:00,26.9599994659,220.8,58.0,0.0,73.75,75.0,0.0
S6-02,2015-04-01 13:35:00-07:00,26.9599998474,222.4,58.1,0.0,73.85,75.0,0.0
S6-02,2015-04-01 13:40:00-07:00,27.2799999237,220.8,57.9,0.0,74.0,75.0,0.0
S6-02,2015-04-01 13:45:00-07:00,26.7999996185,215.2,57.7,0.0,74.0,75.0,0.0
S6-02,2015-04-01 13:50:00-07:00,26.9599994659,217.6,57.9,0.0,74.0,75.0,0.0
S6-02,2015-04-01 13:55:00-07:00,27.1199996948,218.4,57.9,0.0,74.0,75.0,0.0
S6-02,2015-04-01 14:00:00-07:00,26.7999992371,217.6,57.8,0.0,74.05,75.0,0.0
S6-02,2015-04-01 14:05:00-07:00,26.9599994659,218.4,57.4,0.0,74.15,75.0,0.0
S6-02,2015-04-01 14:10:00-07:00,26.7999992371,222.4,58.0,0.0,74.15,75.0,0.0
S6-02,2015-04-01 14:15:00-07:00,26.6399993896,213.6,57.9,0.0,74.2,75.0,0.0
S6-02,2015-04-01 14:20:00-07:00,26.7999992371,224.0,57.8,0.0,74.25,75.0,0.0
S6-02,2015-04-01 14:25:00-07:00,26.7999992371,218.4,58.0,0.0,74.05,75.0,0.0
S6-02,2015-04-01 14:30:00-07:00,26.7999992371,218.4,58.2,0.0,74.2,75.0,0.0
S6-02,2015-04-01 14:35:00-07:00,26.7999992371,220.8,58.0,0.0,74.25,75.0,0.0
S6-02,2015-04-01 14:40:00-07:00,26.7999996185,212.0,58.0,0.0,74.25,75.0,0.0
S6-02,2015-04-01 14:45:00-07:00,26.7999992371,223.2,57.9,0.0,74.25,75.0,0.0
S6-02,2015-04-01 14:50:00-07:00,26.6399993896,219.2,57.7,0.0,74.25,75.0,0.0
S6-02,2015-04-01 14:55:00-07:00,26.7199993134,220.0,57.9,0.0,74.25,75.0,0.0
S6-02,2015-04-01 15:00:00-07:00,26.7999996185,218.4,57.8,0.0,74.25,75.0,0.0
S6-02,2015-04-01 15:05:00-07:00,26.7999992371,219.2,57.6,0.0,74.25,75.0,0.0
S6-02,2015-04-01 15:10:00-07:00,26.7999992371,219.2,57.7,0.0,74.25,75.0,0.0
S6-02,2015-04-01 15:15:00-07:00,26.7999992371,219.2,57.6,0.0,74.25,75.0,0.0
S6-02,2015-04-01 15:20:00-07:00,26.9599994659,216.8,58.0,0.0,74.25,75.0,0.0
S6-02,2015-04-01 15:25:00-07:00,26.6399993896,216.8,57.8,0.0,74.25,75.0,0.0
S6-02,2015-04-01 15:30:00-07:00,26.9599994659,215.2,57.5,0.0,74.05,75.0,0.0
S6-02,2015-04-01 15:35:00-07:00,27.1199996948,220.8,57.6,0.0,74.0,75.0,0.0
S6-02,2015-04-01 15:40:00-07:00,26.6399993896,219.2,57.8,0.0,74.0,75.0,0.0
S6-02,2015-04-01 15:45:00-07:00,26.9599994659,218.4,58.0,0.0,74.0,75.0,0.0
S6-02,2015-04-01 15:50:00-07:00,26.6399993896,217.6,58.0,0.0,74.0,75.0,0.0
S6-02,2015-04-01 15:55:00-07:00,26.9599994659,220.8,58.0,0.0,73.85,75.0,0.0
S6-02,2015-04-01 16:00:00-07:00,26.9599994659,214.4,58.0,0.0,73.75,75.0,0.0
S6-02,2015-04-01 16:05:00-07:00,26.9599994659,220.0,57.7,0.0,73.7,75.0,0.0
S6-02,2015-04-01 16:10:00-07:00,26.9599994659,214.4,57.8,0.0,73.45,75.0,0.0
S6-02,2015-04-01 16:15:00-07:00,26.7999992371,217.6,57.7,0.0,73.45,75.0,0.0
S6-02,2015-04-01 16:20:00-07:00,27.4400001526,220.8,57.9,0.0,73.25,75.0,0.0
S6-02,2015-04-01 16:25:00-07:00,27.4400001526,214.4,57.5,0.0,73.25,75.0,0.0
S6-02,2015-04-01 16:30:00-07:00,27.2799999237,222.4,57.4,0.0,73.25,75.0,0.0
S6-02,2015-04-01 16:35:00-07:00,27.2799999237,217.6,57.8,0.0,73.2,75.0,0.0
S6-02,2015-04-01 16:40:00-07:00,27.4400001526,219.2,57.6,0.0,73.0,75.0,0.0
S6-02,2015-04-01 16:45:00-07:00,27.2799999237,219.2,57.6,0.0,73.0,75.0,0.0
S6-02,2015-04-01 16:50:00-07:00,27.4400001526,224.0,57.9,0.0,72.8,75.0,0.0
S6-02,2015-04-01 16:55:00-07:00,26.7999992371,217.6,58.0,0.0,72.7,75.0,0.0
S6-02,2015-04-01 17:00:00-07:00,27.6000003815,213.6,58.1,0.0,72.65,75.0,0.0
S6-02,2015-04-01 17:05:00-07:00,27.2799999237,220.8,58.1,0.0,72.5,75.0,0.0
S6-02,2015-04-01 17:10:00-07:00,27.4400001526,219.2,58.1,0.0,72.5,75.0,0.0
S6-02,2015-04-01 17:15:00-07:00,27.6000003815,220.8,58.3,0.0,72.5,75.0,0.0
S6-02,2015-04-01 17:20:00-07:00,27.2799999237,219.2,58.6,0.0,72.5,75.0,0.0
S6-02,2015-04-01 17:25:00-07:00,27.6000003815,214.4,58.7,0.0,72.5,75.0,0.0
S6-02,2015-04-01 17:30:00-07:00,27.7600002289,222.4,58.7,0.0,72.4,75.0,0.0
S6-02,2015-04-01 17:35:00-07:00,27.4400001526,220.8,58.6,0.0,72.25,75.0,0.0
S6-02,2015-04-01 17:40:00-07:00,27.4400001526,219.2,58.4,0.0,72.25,75.0,0.0
S6-02,2015-04-01 17:45:00-07:00,27.2799999237,220.8,58.3,0.0,72.0,75.0,0.0
S6-02,2015-04-01 17:50:00-07:00,27.2799999237,221.6,58.3,0.0,71.75,75.0,0.0
S6-02,2015-04-01 17:55:00-07:00,27.2799999237,213.6,58.5,0.0,71.7,75.0,0.0
S6-02,2015-04-01 18:00:00-07:00,27.4400001526,217.6,58.6,0.0,71.7,75.2,0.0
S6-02,2015-04-01 18:05:00-07:00,27.6000003815,216.8,59.1,0.0,71.5,76.0,0.0
S6-02,2015-04-01 18:10:00-07:00,27.6000003815,224.8,59.3,0.0,71.5,76.0,0.0
S6-02,2015-04-01 18:15:00-07:00,26.7999992371,216.8,59.4,0.0,71.5,76.0,0.0
S6-02,2015-04-01 18:20:00-07:00,27.6000003815,219.2,59.8,0.0,71.35,76.0,0.0
S6-02,2015-04-01 18:25:00-07:00,27.4400001526,216.8,59.8,0.0,71.3,76.0,0.0
S6-02,2015-04-01 18:30:00-07:00,27.6000003815,216.8,60.1,0.0,71.2,76.0,0.0
S6-02,2015-04-01 18:35:00-07:00,27.6,221.6,60.3,0.0,71.15,76.0,0.0
S6-02,2015-04-01 18:40:00-07:00,27.6,218.4,60.6,0.0,71.1,76.0,0.0
S6-02,2015-04-01 18:45:00-07:00,27.7600002289,220.0,60.9,0.0,71.0,76.0,0.0
S6-02,2015-04-01 18:50:00-07:00,27.2799999237,219.2,60.8,0.0,71.0,76.0,0.0
S6-02,2015-04-01 18:55:00-07:00,27.4400001526,220.0,60.5,0.0,71.0,76.0,0.0
S6-02,2015-04-01 19:00:00-07:00,28.0799999237,219.2,60.8,0.0,70.85,76.0,0.0
S6-02,2015-04-01 19:05:00-07:00,28.3999996185,215.2,61.0,0.0,70.75,76.0,0.0
S6-02,2015-04-01 19:10:00-07:00,27.5999997457,224.0,61.2,0.0,70.75,76.0,0.0
S6-02,2015-04-01 19:15:00-07:00,26.7999996185,221.6,61.8,0.0,70.75,76.0,0.0
S6-02,2015-04-01 19:20:00-07:00,26.0,218.4,61.9,0.0,70.75,76.0,0.0
S6-02,2015-04-01 19:25:00-07:00,26.3199996948,210.4,61.8,0.0,70.5,76.0,0.0
S6-02,2015-04-01 19:30:00-07:00,26.6399997711,222.4,62.5,0.0,70.55,76.0,0.0
S6-02,2015-04-01 19:35:00-07:00,26.7999992371,216.0,62.5,0.0,70.45,76.0,0.0
S6-02,2015-04-01 19:40:00-07:00,26.9333327611,218.4,62.2,0.0,70.5,76.0,0.0
S6-02,2015-04-01 19:45:00-07:00,26.3199996948,222.4,62.2,0.0,70.4,76.0,0.0
S6-02,2015-04-01 19:50:00-07:00,26.3999996185,219.2,62.4,0.0,70.25,76.0,0.0
S6-02,2015-04-01 19:55:00-07:00,26.799999555,220.0,62.3,0.0,70.1,76.0,0.0
S6-02,2015-04-01 20:00:00-07:00,25.8999996185,218.4,62.2,0.0,70.05,76.0,0.0
S6-02,2015-04-01 20:05:00-07:00,26.4799995422,216.8,62.2,0.0,70.0,76.0,0.0
S6-02,2015-04-01 20:10:00-07:00,26.7999992371,218.4,62.4,0.0,70.0,76.0,0.0
S6-02,2015-04-01 20:15:00-07:00,26.5999994278,222.0,62.625,0.0,69.8125,76.0,0.0
S6-02,2015-04-01 20:20:00-07:00,26.3199996948,218.0,62.8333333333,0.0,69.8333333333,76.0,0.0
S6-02,2015-04-01 20:25:00-07:00,26.1599998474,225.6,63.0,0.0,69.75,76.0,0.0
S6-02,2015-04-01 20:30:00-07:00,25.9199996948,211.0,63.5,0.0,69.8125,76.0,0.0
S6-02,2015-04-01 20:35:00-07:00,26.0,219.2,63.7,0.0,69.75,76.0,0.0
S6-02,2015-04-01 20:40:00-07:00,26.0,220.8,63.7,0.0,69.75,76.0,0.0
S6-02,2015-04-01 20:45:00-07:00,26.0,218.4,64.0,0.0,69.75,76.0,0.0
S6-02,2015-04-01 20:50:00-07:00,26.0,220.0,64.1,0.0,69.75,76.0,0.0
S6-02,2015-04-01 20:55:00-07:00,26.1599998474,218.4,64.4,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:00:00-07:00,26.0,222.4,64.4,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:05:00-07:00,26.0,216.8,64.5,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:10:00-07:00,26.1599998474,223.2,64.6,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:15:00-07:00,26.1599998474,219.2,64.7,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:20:00-07:00,25.7599998474,216.0,64.8,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:25:00-07:00,26.0,218.4,65.0,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:30:00-07:00,25.2799995422,220.0,65.2,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:35:00-07:00,25.2799995422,218.4,65.3,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:40:00-07:00,25.5199996948,217.6,65.4,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:45:00-07:00,25.5199996948,218.4,65.6,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:50:00-07:00,25.5199996948,216.8,65.4,0.0,69.75,76.0,0.0
S6-02,2015-04-01 21:55:00-07:00,25.9199996948,219.2,65.0,0.0,69.75,76.0,0.0
S6-02,2015-04-01 22:00:00-07:00,25.9199996948,215.2,65.6,0.0,69.75,76.0,0.0
S6-02,2015-04-01 22:05:00-07:00,25.2799995422,223.2,65.4,0.0,69.75,76.0,0.0
S6-02,2015-04-01 22:10:00-07:00,25.5199996948,216.8,65.5,0.0,69.75,76.0,0.0
S6-02,2015-04-01 22:15:00-07:00,70.4,88.0,65.6,0.0,69.6,76.0,26.3199989319
S6-02,2015-04-01 22:20:00-07:00,27.5199996948,147.2,66.0,0.0,69.5,76.0,0.0
S6-02,2015-04-01 22:25:00-07:00,24.4799995422,213.6,66.1,0.0,69.5,76.0,0.0
S6-02,2015-04-01 22:30:00-07:00,24.3199996948,225.6,65.9,0.0,69.5,76.0,0.0
S6-02,2015-04-01 22:35:00-07:00,24.3199996948,219.2,65.9,0.0,69.4,76.0,0.0
S6-02,2015-04-01 22:40:00-07:00,24.4799995422,217.6,66.0,0.0,69.25,76.0,0.0
S6-02,2015-04-01 22:45:00-07:00,24.7999992371,215.2,66.1,0.0,69.25,76.0,0.0
S6-02,2015-04-01 22:50:00-07:00,24.7199996948,221.6,66.0,0.0,69.35,76.0,0.0
S6-02,2015-04-01 22:55:00-07:00,24.3199996948,217.6,66.0,0.0,69.25,76.0,0.0
S6-02,2015-04-01 23:00:00-07:00,24.1599998474,218.4,66.2,0.0,69.25,76.0,0.0
S6-02,2015-04-01 23:05:00-07:00,24.0,218.4,66.0,0.0,69.2,76.0,0.0
S6-02,2015-04-01 23:10:00-07:00,24.3199993134,220.0,65.9,0.0,69.25,76.0,0.0
S6-02,2015-04-01 23:15:00-07:00,24.6399993896,224.0,66.0,0.0,69.15,76.0,0.0
S6-02,2015-04-01 23:20:00-07:00,24.3199996948,220.0,66.0,0.0,69.25,76.0,0.0
S6-02,2015-04-01 23:25:00-07:00,24.0,219.2,66.0,0.0,69.15,76.0,0.0
S6-02,2015-04-01 23:30:00-07:00,23.8399997711,215.2,66.1,0.0,69.0,76.0,0.0
S6-02,2015-04-01 23:35:00-07:00,24.1599994659,214.4,66.0,0.0,69.0,76.0,0.0
S6-02,2015-04-01 23:40:00-07:00,24.1599998474,214.4,66.0,0.0,69.0,76.0,0.0
S6-02,2015-04-01 23:45:00-07:00,24.7999992371,220.8,65.9,0.0,69.0,76.0,0.0
S6-02,2015-04-01 23:50:00-07:00,25.0399993896,214.4,65.8,0.0,69.0,76.0,0.0
S6-02,2015-04-01 23:55:00-07:00,25.0399993896,220.8,65.8,0.0,69.0,76.0,0.0
